364	Mapun					2014-08-01 00:00:00	2014-08-01 00:00:00
365	Maranao/Samal/Tao Sug					2014-08-01 00:00:00	2014-08-01 00:00:00
366	Marathhi					2014-08-01 00:00:00	2014-08-01 00:00:00
367	Marathi	mr	mar	mar	मराठी	2014-08-01 00:00:00	2014-08-01 00:00:00
368	Mari					2014-08-01 00:00:00	2014-08-01 00:00:00
369	Marquesan					2014-08-01 00:00:00	2014-08-01 00:00:00
370	Marshall					2014-08-01 00:00:00	2014-08-01 00:00:00
371	Marshallese	mh	mah	mah	Kajin M̧ajeļ	2014-08-01 00:00:00	2014-08-01 00:00:00
372	Marwari					2014-08-01 00:00:00	2014-08-01 00:00:00
373	Masai					2014-08-01 00:00:00	2014-08-01 00:00:00
374	Mauritian creole					2014-08-01 00:00:00	2014-08-01 00:00:00
375	Maya					2014-08-01 00:00:00	2014-08-01 00:00:00
376	Mayan languages					2014-08-01 00:00:00	2014-08-01 00:00:00
377	Mbundu					2014-08-01 00:00:00	2014-08-01 00:00:00
378	Meithei					2014-08-01 00:00:00	2014-08-01 00:00:00
379	Mende					2014-08-01 00:00:00	2014-08-01 00:00:00
380	Meru					2014-08-01 00:00:00	2014-08-01 00:00:00
381	Mexico					2014-08-01 00:00:00	2014-08-01 00:00:00
382	Micmac					2014-08-01 00:00:00	2014-08-01 00:00:00
383	Middle Atlas Berber					2014-08-01 00:00:00	2014-08-01 00:00:00
384	Miltu					2014-08-01 00:00:00	2014-08-01 00:00:00
385	Minangkabau					2014-08-01 00:00:00	2014-08-01 00:00:00
386	Miscellaneous languages					2014-08-01 00:00:00	2014-08-01 00:00:00
387	Misima-Paneati					2014-08-01 00:00:00	2014-08-01 00:00:00
388	Miskito					2014-08-01 00:00:00	2014-08-01 00:00:00
389	Mohawk					2014-08-01 00:00:00	2014-08-01 00:00:00
390	Moldavian	mo	mol	mol	лимба молдовеняскэ	2014-08-01 00:00:00	2014-08-01 00:00:00
391	Mon					2014-08-01 00:00:00	2014-08-01 00:00:00
392	mona					2014-08-01 00:00:00	2014-08-01 00:00:00
393	Mongo					2014-08-01 00:00:00	2014-08-01 00:00:00
394	Mongolian	mn	mon	mon	Монгол	2014-08-01 00:00:00	2014-08-01 00:00:00
395	Mooré					2014-08-01 00:00:00	2014-08-01 00:00:00
396	Motu					2014-08-01 00:00:00	2014-08-01 00:00:00
397	Multiple languages					2014-08-01 00:00:00	2014-08-01 00:00:00
398	Munda (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
399	Nahua					2014-08-01 00:00:00	2014-08-01 00:00:00
400	Nahuatl					2014-08-01 00:00:00	2014-08-01 00:00:00
401	Nai					2014-08-01 00:00:00	2014-08-01 00:00:00
402	Nass-Gitksan					2014-08-01 00:00:00	2014-08-01 00:00:00
403	Nauru	na	nau	nau	Ekakairũ Naoero	2014-08-01 00:00:00	2014-08-01 00:00:00
404	Navajo	nv	nav	nav	Diné bizaad	2014-08-01 00:00:00	2014-08-01 00:00:00
405	Ndebele (South Africa)					2014-08-01 00:00:00	2014-08-01 00:00:00
406	Ndebele (Zimbabwe)					2014-08-01 00:00:00	2014-08-01 00:00:00
407	Ndonga	ng	ndo	ndo	Owambo	2014-08-01 00:00:00	2014-08-01 00:00:00
408	Nemi					2014-08-01 00:00:00	2014-08-01 00:00:00
409	Nepali	ne	nep	nep	नेपाली	2014-08-01 00:00:00	2014-08-01 00:00:00
410	Newari					2014-08-01 00:00:00	2014-08-01 00:00:00
411	Nias					2014-08-01 00:00:00	2014-08-01 00:00:00
412	Niger					2014-08-01 00:00:00	2014-08-01 00:00:00
413	Nilo					2014-08-01 00:00:00	2014-08-01 00:00:00
414	Niuean					2014-08-01 00:00:00	2014-08-01 00:00:00
415	Nkomi					2014-08-01 00:00:00	2014-08-01 00:00:00
416	North American Indian (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
417	Northern Sami	se	sme	sme	Davvisámegiella	2014-08-01 00:00:00	2014-08-01 00:00:00
418	Northern Sotho					2014-08-01 00:00:00	2014-08-01 00:00:00
419	Norwegian	no	nor	nor	Norsk	2014-08-01 00:00:00	2014-08-01 00:00:00
420	Nubian languages					2014-08-01 00:00:00	2014-08-01 00:00:00
421	Nuer					2014-08-01 00:00:00	2014-08-01 00:00:00
422	Numee					2014-08-01 00:00:00	2014-08-01 00:00:00
423	Nupe					2014-08-01 00:00:00	2014-08-01 00:00:00
424	Nuuchahnulth					2014-08-01 00:00:00	2014-08-01 00:00:00
425	Nyamwezi					2014-08-01 00:00:00	2014-08-01 00:00:00
426	Nyanja					2014-08-01 00:00:00	2014-08-01 00:00:00
427	Nyankole					2014-08-01 00:00:00	2014-08-01 00:00:00
428	Nyoro					2014-08-01 00:00:00	2014-08-01 00:00:00
429	Nzema					2014-08-01 00:00:00	2014-08-01 00:00:00
430	Nzima					2014-08-01 00:00:00	2014-08-01 00:00:00
431	Occitan (post)					2014-08-01 00:00:00	2014-08-01 00:00:00
432	Ojibwa	oj	oji	oji	ᐊᓂᔑᓈᐯᒧᐎᓐ	2014-08-01 00:00:00	2014-08-01 00:00:00
433	Okanagan					2014-08-01 00:00:00	2014-08-01 00:00:00
434	Old Norse					2014-08-01 00:00:00	2014-08-01 00:00:00
435	Old Persian (ca. 600)					2014-08-01 00:00:00	2014-08-01 00:00:00
436	Ona					2014-08-01 00:00:00	2014-08-01 00:00:00
437	Operational Taxonomic Unit					2014-08-01 00:00:00	2014-08-01 00:00:00
438	Oriya	or	ori	ori	ଓଡ଼ିଆ	2014-08-01 00:00:00	2014-08-01 00:00:00
439	Oromo	om	orm	orm	Afaan Oromoo	2014-08-01 00:00:00	2014-08-01 00:00:00
440	Osage					2014-08-01 00:00:00	2014-08-01 00:00:00
441	Ossetic					2014-08-01 00:00:00	2014-08-01 00:00:00
442	Other					2014-08-01 00:00:00	2014-08-01 00:00:00
443	Otomi					2014-08-01 00:00:00	2014-08-01 00:00:00
444	Otomian languages					2014-08-01 00:00:00	2014-08-01 00:00:00
445	Oyampi					2014-08-01 00:00:00	2014-08-01 00:00:00
446	Pahlavi					2014-08-01 00:00:00	2014-08-01 00:00:00
447	Palauan					2014-08-01 00:00:00	2014-08-01 00:00:00
448	Pali	pi	pli	pli	पािऴ	2014-08-01 00:00:00	2014-08-01 00:00:00
449	Palicur					2014-08-01 00:00:00	2014-08-01 00:00:00
450	Pampanga					2014-08-01 00:00:00	2014-08-01 00:00:00
451	Pangasinan					2014-08-01 00:00:00	2014-08-01 00:00:00
452	Panjabi	pa	pan	pan	ਪੰਜਾਬੀ	2014-08-01 00:00:00	2014-08-01 00:00:00
453	Papiamento					2014-08-01 00:00:00	2014-08-01 00:00:00
454	Papuan (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
455	Pashto	ps	pus	pus	‫پښتو	2014-08-01 00:00:00	2014-08-01 00:00:00
456	Persian	fa	per	fas	‫فارسی	2014-08-01 00:00:00	2014-08-01 00:00:00
457	Philippine (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
458	Phoenician					2014-08-01 00:00:00	2014-08-01 00:00:00
459	Pije					2014-08-01 00:00:00	2014-08-01 00:00:00
460	Pila					2014-08-01 00:00:00	2014-08-01 00:00:00
461	Pitcairnese					2014-08-01 00:00:00	2014-08-01 00:00:00
462	Pokomo					2014-08-01 00:00:00	2014-08-01 00:00:00
463	Polish	pl	pol	pol	polski	2014-08-01 00:00:00	2014-08-01 00:00:00
464	Ponape					2014-08-01 00:00:00	2014-08-01 00:00:00
465	Portuguese	pt	por	por	Português	2014-08-01 00:00:00	2014-08-01 00:00:00
466	Prakrit languages					2014-08-01 00:00:00	2014-08-01 00:00:00
467	Provençal					2014-08-01 00:00:00	2014-08-01 00:00:00
468	Provençal (to 1500)					2014-08-01 00:00:00	2014-08-01 00:00:00
469	Pulaar					2014-08-01 00:00:00	2014-08-01 00:00:00
470	Puluwat					2014-08-01 00:00:00	2014-08-01 00:00:00
471	Punjabi					2014-08-01 00:00:00	2014-08-01 00:00:00
472	Pushto					2014-08-01 00:00:00	2014-08-01 00:00:00
473	Quechua	qu	que	que	Runa Simi	2014-08-01 00:00:00	2014-08-01 00:00:00
474	Raeto					2014-08-01 00:00:00	2014-08-01 00:00:00
475	Rajasthani					2014-08-01 00:00:00	2014-08-01 00:00:00
476	Rapa					2014-08-01 00:00:00	2014-08-01 00:00:00
477	Rapanui					2014-08-01 00:00:00	2014-08-01 00:00:00
478	Rarotongan					2014-08-01 00:00:00	2014-08-01 00:00:00
479	Romance (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
480	Romanian	ro	rum	ron	română	2014-08-01 00:00:00	2014-08-01 00:00:00
481	Romany					2014-08-01 00:00:00	2014-08-01 00:00:00
482	Rumanian					2014-08-01 00:00:00	2014-08-01 00:00:00
483	Rundi					2014-08-01 00:00:00	2014-08-01 00:00:00
484	RUS					2014-08-01 00:00:00	2014-08-01 00:00:00
485	Russian	ru	rus	rus	русский язык	2014-08-01 00:00:00	2014-08-01 00:00:00
486	Rwanda					2014-08-01 00:00:00	2014-08-01 00:00:00
487	Sahaptin					2014-08-01 00:00:00	2014-08-01 00:00:00
488	Salish					2014-08-01 00:00:00	2014-08-01 00:00:00
489	Salishan languages					2014-08-01 00:00:00	2014-08-01 00:00:00
490	Samaritan Aramaic					2014-08-01 00:00:00	2014-08-01 00:00:00
491	Samburu					2014-08-01 00:00:00	2014-08-01 00:00:00
492	Sami					2014-08-01 00:00:00	2014-08-01 00:00:00
493	Samoan	sm	smo	smo	gagana fa'a Samoa	2014-08-01 00:00:00	2014-08-01 00:00:00
494	Sandawe					2014-08-01 00:00:00	2014-08-01 00:00:00
495	Sango	sg	sag	sag	yângâ tî sängö	2014-08-01 00:00:00	2014-08-01 00:00:00
496	Sanskrit	sa	san	san	संस्कृतम्	2014-08-01 00:00:00	2014-08-01 00:00:00
497	Santali					2014-08-01 00:00:00	2014-08-01 00:00:00
498	Saramaccan					2014-08-01 00:00:00	2014-08-01 00:00:00
499	Sardinian	sc	srd	srd	sardu	2014-08-01 00:00:00	2014-08-01 00:00:00
500	Sasak					2014-08-01 00:00:00	2014-08-01 00:00:00
501	Scientific Name					2014-08-01 00:00:00	2014-08-01 00:00:00
502	Scots					2014-08-01 00:00:00	2014-08-01 00:00:00
503	Scottish Gaelic	gd	gla	gla	Gàidhlig	2014-08-01 00:00:00	2014-08-01 00:00:00
504	Selkup					2014-08-01 00:00:00	2014-08-01 00:00:00
505	Semitic (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
506	Sena					2014-08-01 00:00:00	2014-08-01 00:00:00
507	Serbian	sr	scc	srp	српски језик	2014-08-01 00:00:00	2014-08-01 00:00:00
508	Serer					2014-08-01 00:00:00	2014-08-01 00:00:00
509	Shan					2014-08-01 00:00:00	2014-08-01 00:00:00
510	Shawnee					2014-08-01 00:00:00	2014-08-01 00:00:00
511	Sherpa					2014-08-01 00:00:00	2014-08-01 00:00:00
512	Shilluk					2014-08-01 00:00:00	2014-08-01 00:00:00
513	Shona	sn	sna	sna	chiShona	2014-08-01 00:00:00	2014-08-01 00:00:00
514	Shuswap					2014-08-01 00:00:00	2014-08-01 00:00:00
515	Sidamo					2014-08-01 00:00:00	2014-08-01 00:00:00
516	Sign languages					2014-08-01 00:00:00	2014-08-01 00:00:00
517	Siksika					2014-08-01 00:00:00	2014-08-01 00:00:00
518	Sindhi	sd	snd	snd	सिन्धी	2014-08-01 00:00:00	2014-08-01 00:00:00
519	Sinhalese	si	sin	sin	සිංහල	2014-08-01 00:00:00	2014-08-01 00:00:00
520	Sino					2014-08-01 00:00:00	2014-08-01 00:00:00
521	Siouan (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
522	Slave					2014-08-01 00:00:00	2014-08-01 00:00:00
523	Slavic (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
524	Slovak	sk	slo	slk	slovenčina	2014-08-01 00:00:00	2014-08-01 00:00:00
525	Slovene					2014-08-01 00:00:00	2014-08-01 00:00:00
526	Slovenian	sl	slv	slv	slovenščina	2014-08-01 00:00:00	2014-08-01 00:00:00
527	Sogdian					2014-08-01 00:00:00	2014-08-01 00:00:00
528	Somali	so	som	som	Soomaaliga	2014-08-01 00:00:00	2014-08-01 00:00:00
529	Songhai					2014-08-01 00:00:00	2014-08-01 00:00:00
530	Soninke					2014-08-01 00:00:00	2014-08-01 00:00:00
531	Sorbian languages					2014-08-01 00:00:00	2014-08-01 00:00:00
532	Sotho	st	sot	sot	seSotho	2014-08-01 00:00:00	2014-08-01 00:00:00
533	South American Indian (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
534	SPA					2014-08-01 00:00:00	2014-08-01 00:00:00
535	Spanish	es	spa	spa	español	2014-08-01 00:00:00	2014-08-01 00:00:00
536	Sranan					2014-08-01 00:00:00	2014-08-01 00:00:00
537	Sukuma					2014-08-01 00:00:00	2014-08-01 00:00:00
538	Sumerian					2014-08-01 00:00:00	2014-08-01 00:00:00
539	Sundanese	su	sun	sun	Basa Sunda	2014-08-01 00:00:00	2014-08-01 00:00:00
540	Surigaonon					2014-08-01 00:00:00	2014-08-01 00:00:00
541	Susu					2014-08-01 00:00:00	2014-08-01 00:00:00
542	Swahili	sw	swa	swa	Kiswahili	2014-08-01 00:00:00	2014-08-01 00:00:00
543	Swazi					2014-08-01 00:00:00	2014-08-01 00:00:00
544	Swedish	sv	swe	swe	Svenska	2014-08-01 00:00:00	2014-08-01 00:00:00
545	Syriac					2014-08-01 00:00:00	2014-08-01 00:00:00
546	Tagalog	tl	tgl	tgl	Tagalog	2014-08-01 00:00:00	2014-08-01 00:00:00
547	Tagbanwa Calamian					2014-08-01 00:00:00	2014-08-01 00:00:00
548	Tahitian	ty	tah	tah	Reo Mā`ohi	2014-08-01 00:00:00	2014-08-01 00:00:00
549	Tai (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
550	Tajik	tg	tgk	tgk	тоҷикӣ	2014-08-01 00:00:00	2014-08-01 00:00:00
551	Tamachek					2014-08-01 00:00:00	2014-08-01 00:00:00
552	Tamashek					2014-08-01 00:00:00	2014-08-01 00:00:00
553	Tamil	ta	tam	tam	தமிழ்	2014-08-01 00:00:00	2014-08-01 00:00:00
554	Tarasco					2014-08-01 00:00:00	2014-08-01 00:00:00
555	Tatar	tt	tat	tat	татарча	2014-08-01 00:00:00	2014-08-01 00:00:00
556	Telugu	te	tel	tel	తెలుగు	2014-08-01 00:00:00	2014-08-01 00:00:00
557	Temne					2014-08-01 00:00:00	2014-08-01 00:00:00
558	Teochew					2014-08-01 00:00:00	2014-08-01 00:00:00
559	Terena					2014-08-01 00:00:00	2014-08-01 00:00:00
560	Tetum					2014-08-01 00:00:00	2014-08-01 00:00:00
561	Thai	th	tha	tha	ไทย	2014-08-01 00:00:00	2014-08-01 00:00:00
562	Tibetan	bo	tib	bod	བོད་ཡིག	2014-08-01 00:00:00	2014-08-01 00:00:00
563	Tigré					2014-08-01 00:00:00	2014-08-01 00:00:00
564	Tigrinya	ti	tir	tir	ትግርኛ	2014-08-01 00:00:00	2014-08-01 00:00:00
565	Tiv					2014-08-01 00:00:00	2014-08-01 00:00:00
566	Tlingit					2014-08-01 00:00:00	2014-08-01 00:00:00
567	Tobian					2014-08-01 00:00:00	2014-08-01 00:00:00
568	Tok Pisin					2014-08-01 00:00:00	2014-08-01 00:00:00
569	Tokelauan					2014-08-01 00:00:00	2014-08-01 00:00:00
570	Tonga	to	ton	ton	faka Tonga	2014-08-01 00:00:00	2014-08-01 00:00:00
571	Tonga (Nyasa)					2014-08-01 00:00:00	2014-08-01 00:00:00
572	Tongan					2014-08-01 00:00:00	2014-08-01 00:00:00
573	Toro					2014-08-01 00:00:00	2014-08-01 00:00:00
574	Totonac					2014-08-01 00:00:00	2014-08-01 00:00:00
575	Totonaco					2014-08-01 00:00:00	2014-08-01 00:00:00
576	Truk					2014-08-01 00:00:00	2014-08-01 00:00:00
577	Tsimshian					2014-08-01 00:00:00	2014-08-01 00:00:00
578	Tsonga	ts	tso	tso	xiTsonga	2014-08-01 00:00:00	2014-08-01 00:00:00
579	Tswana	tn	tsn	tsn	seTswana	2014-08-01 00:00:00	2014-08-01 00:00:00
580	Tuamotuan					2014-08-01 00:00:00	2014-08-01 00:00:00
581	Tumbuka					2014-08-01 00:00:00	2014-08-01 00:00:00
582	Tunya					2014-08-01 00:00:00	2014-08-01 00:00:00
583	Tupi					2014-08-01 00:00:00	2014-08-01 00:00:00
584	Turkana					2014-08-01 00:00:00	2014-08-01 00:00:00
585	Turkish	tr	tur	tur	Türkçe	2014-08-01 00:00:00	2014-08-01 00:00:00
586	Turkish, Ottoman					2014-08-01 00:00:00	2014-08-01 00:00:00
587	Turkmen	tk	tuk	tuk	Türkmen	2014-08-01 00:00:00	2014-08-01 00:00:00
588	Tuvaluan					2014-08-01 00:00:00	2014-08-01 00:00:00
589	Tuvinian					2014-08-01 00:00:00	2014-08-01 00:00:00
590	Twi	tw	twi	twi	Twi	2014-08-01 00:00:00	2014-08-01 00:00:00
591	Ugaritic					2014-08-01 00:00:00	2014-08-01 00:00:00
592	Uighur	ug	uig	uig	Uyƣurqə	2014-08-01 00:00:00	2014-08-01 00:00:00
593	Ukrainian	uk	ukr	ukr	українська мова	2014-08-01 00:00:00	2014-08-01 00:00:00
594	Ulithi					2014-08-01 00:00:00	2014-08-01 00:00:00
595	Umbundu					2014-08-01 00:00:00	2014-08-01 00:00:00
596	Undetermined					2014-08-01 00:00:00	2014-08-01 00:00:00
597	Unknown					2014-08-01 00:00:00	2014-08-01 00:00:00
598	unspecified					2014-08-01 00:00:00	2014-08-01 00:00:00
599	Urdu	ur	urd	urd	‫اردو	2014-08-01 00:00:00	2014-08-01 00:00:00
600	Uzbek	uz	uzb	uzb	O'zbek	2014-08-01 00:00:00	2014-08-01 00:00:00
601	Vai					2014-08-01 00:00:00	2014-08-01 00:00:00
602	Venda	ve	ven	ven	tshiVenḓa	2014-08-01 00:00:00	2014-08-01 00:00:00
603	Vietnamese	vi	vie	vie	Tiếng Việt	2014-08-01 00:00:00	2014-08-01 00:00:00
604	Visayan					2014-08-01 00:00:00	2014-08-01 00:00:00
605	Volapük	vo	vol	vol	Volapük	2014-08-01 00:00:00	2014-08-01 00:00:00
606	Votic					2014-08-01 00:00:00	2014-08-01 00:00:00
607	Wakashan languages					2014-08-01 00:00:00	2014-08-01 00:00:00
608	Walamo					2014-08-01 00:00:00	2014-08-01 00:00:00
609	Waray					2014-08-01 00:00:00	2014-08-01 00:00:00
610	Waray-waray					2014-08-01 00:00:00	2014-08-01 00:00:00
611	Washo					2014-08-01 00:00:00	2014-08-01 00:00:00
612	Wayana					2014-08-01 00:00:00	2014-08-01 00:00:00
613	Welsh	cy	wel	cym	Cymraeg	2014-08-01 00:00:00	2014-08-01 00:00:00
614	Wolof	wo	wol	wol	Wollof	2014-08-01 00:00:00	2014-08-01 00:00:00
615	Xhosa	xh	xho	xho	isiXhosa	2014-08-01 00:00:00	2014-08-01 00:00:00
616	Yakut					2014-08-01 00:00:00	2014-08-01 00:00:00
617	Yao					2014-08-01 00:00:00	2014-08-01 00:00:00
618	Yapese					2014-08-01 00:00:00	2014-08-01 00:00:00
619	Yiddish	yi	yid	yid	‫ייִדיש	2014-08-01 00:00:00	2014-08-01 00:00:00
620	Yoruba	yo	yor	yor	Yorùbá	2014-08-01 00:00:00	2014-08-01 00:00:00
621	Yupik languages					2014-08-01 00:00:00	2014-08-01 00:00:00
622	Zande					2014-08-01 00:00:00	2014-08-01 00:00:00
623	Zapotec					2014-08-01 00:00:00	2014-08-01 00:00:00
624	Zenaga					2014-08-01 00:00:00	2014-08-01 00:00:00
625	Zhuang	za	zha	zha	Saɯ cueŋƅ	2014-08-01 00:00:00	2014-08-01 00:00:00
626	Zulu	zu	zul	zul	isiZulu	2014-08-01 00:00:00	2014-08-01 00:00:00
627	Zuni					2014-08-01 00:00:00	2014-08-01 00:00:00
628	Common name					2014-08-01 00:00:00	2014-08-01 00:00:00
629	Iglulik Inuit					2014-08-01 00:00:00	2014-08-01 00:00:00
630	Adioukrou					2014-08-01 00:00:00	2014-08-01 00:00:00
631	Aizi					2014-08-01 00:00:00	2014-08-01 00:00:00
632	Hungaria					2014-08-01 00:00:00	2014-08-01 00:00:00
633	Kera					2014-08-01 00:00:00	2014-08-01 00:00:00
634	Logone					2014-08-01 00:00:00	2014-08-01 00:00:00
635	Mandinka					2014-08-01 00:00:00	2014-08-01 00:00:00
636	Mangareva					2014-08-01 00:00:00	2014-08-01 00:00:00
637	Niellim					2014-08-01 00:00:00	2014-08-01 00:00:00
638	Vili					2014-08-01 00:00:00	2014-08-01 00:00:00
639	Abkhazian	ab	abk	abk	Аҧсуа	2014-08-01 00:00:00	2014-08-01 00:00:00
640	Aragonese	an	arg	arg	Aragonés	2014-08-01 00:00:00	2014-08-01 00:00:00
641	Fulah	ff	ful	ful	Fulfulde	2014-08-01 00:00:00	2014-08-01 00:00:00
642	Western Frisian	fy	fry	fry	Frysk	2014-08-01 00:00:00	2014-08-01 00:00:00
643	Haitian	ht	hat	hat	Kreyòl ayisyen	2014-08-01 00:00:00	2014-08-01 00:00:00
644	Sichuan Yi	ii	iii	iii	ꆇꉙ	2014-08-01 00:00:00	2014-08-01 00:00:00
645	Ido	io	ido	ido	Ido	2014-08-01 00:00:00	2014-08-01 00:00:00
646	Kalaallisut	kl	kal	kal	kalaallisut	2014-08-01 00:00:00	2014-08-01 00:00:00
647	Kirghiz	ky	kir	kir	кыргыз тили	2014-08-01 00:00:00	2014-08-01 00:00:00
648	Luxembourgish	lb	ltz	ltz	Lëtzebuergesch	2014-08-01 00:00:00	2014-08-01 00:00:00
649	Limburgish	li	lim	lim	Limburgs	2014-08-01 00:00:00	2014-08-01 00:00:00
650	Luba-Katanga	lu	lub	lub		2014-08-01 00:00:00	2014-08-01 00:00:00
651	Norwegian Bokmål	nb	nob	nob	Norsk bokmål	2014-08-01 00:00:00	2014-08-01 00:00:00
652	North Ndebele	nd	nde	nde	isiNdebele	2014-08-01 00:00:00	2014-08-01 00:00:00
653	Norwegian Nynorsk	nn	nno	nno	Norsk nynorsk	2014-08-01 00:00:00	2014-08-01 00:00:00
654	South Ndebele	nr	nbl	nbl	Ndébélé	2014-08-01 00:00:00	2014-08-01 00:00:00
655	Chichewa	ny	nya	nya	chiCheŵa	2014-08-01 00:00:00	2014-08-01 00:00:00
656	Occitan	oc	oci	oci	Occitan	2014-08-01 00:00:00	2014-08-01 00:00:00
657	Ossetian	os	oss	oss	Ирон æвзаг	2014-08-01 00:00:00	2014-08-01 00:00:00
658	Raeto-Romance	rm	roh	roh	rumantsch grischun	2014-08-01 00:00:00	2014-08-01 00:00:00
659	Kirundi	rn	run	run	kiRundi	2014-08-01 00:00:00	2014-08-01 00:00:00
660	Serbo-Croatian	sh		hbs	Српскохрватски	2014-08-01 00:00:00	2014-08-01 00:00:00
661	Swati	ss	ssw	ssw	SiSwati	2014-08-01 00:00:00	2014-08-01 00:00:00
662	Walloon	wa	wln	wln	Walon	2014-08-01 00:00:00	2014-08-01 00:00:00
663	Low German				Plattdüütsch	2014-08-01 00:00:00	2014-08-01 00:00:00
664	Konjo					2014-08-01 00:00:00	2014-08-01 00:00:00
665	Wayuu					2014-08-01 00:00:00	2014-08-01 00:00:00
666	Bahasa Indonesia					2014-08-01 00:00:00	2014-08-01 00:00:00
667	Seraiki					2014-08-01 00:00:00	2014-08-01 00:00:00
668	Toba, Batak					2014-08-01 00:00:00	2014-08-01 00:00:00
669	en					2014-08-01 00:00:00	2014-08-01 00:00:00
670	nl					2014-08-01 00:00:00	2014-08-01 00:00:00
671	de					2014-08-01 00:00:00	2014-08-01 00:00:00
672	fr					2014-08-01 00:00:00	2014-08-01 00:00:00
673	br					2014-08-01 00:00:00	2014-08-01 00:00:00
674	pt					2014-08-01 00:00:00	2014-08-01 00:00:00
675	es					2014-08-01 00:00:00	2014-08-01 00:00:00
676	da					2014-08-01 00:00:00	2014-08-01 00:00:00
677	no					2014-08-01 00:00:00	2014-08-01 00:00:00
678	it					2014-08-01 00:00:00	2014-08-01 00:00:00
679	sv					2014-08-01 00:00:00	2014-08-01 00:00:00
680	ja					2014-08-01 00:00:00	2014-08-01 00:00:00
681	ru					2014-08-01 00:00:00	2014-08-01 00:00:00
682	wo					2014-08-01 00:00:00	2014-08-01 00:00:00
683	ha					2014-08-01 00:00:00	2014-08-01 00:00:00
684	gl					2014-08-01 00:00:00	2014-08-01 00:00:00
685	sp					2014-08-01 00:00:00	2014-08-01 00:00:00
695	yp					2014-08-01 00:00:00	2014-08-01 00:00:00
696	ge					2014-08-01 00:00:00	2014-08-01 00:00:00
697	cl					2014-08-01 00:00:00	2014-08-01 00:00:00
698	ya					2014-08-01 00:00:00	2014-08-01 00:00:00
699	ev					2014-08-01 00:00:00	2014-08-01 00:00:00
700	al					2014-08-01 00:00:00	2014-08-01 00:00:00
701	tm					2014-08-01 00:00:00	2014-08-01 00:00:00
702	fl					2014-08-01 00:00:00	2014-08-01 00:00:00
703	ji					2014-08-01 00:00:00	2014-08-01 00:00:00
704	Prussian, Old					2014-08-01 00:00:00	2014-08-01 00:00:00
705	Sicilian					2014-08-01 00:00:00	2014-08-01 00:00:00
706	Andamanese					2014-08-01 00:00:00	2014-08-01 00:00:00
707	Saipanese Carolinian					2014-08-01 00:00:00	2014-08-01 00:00:00
708	Slavic 					2014-08-01 00:00:00	2014-08-01 00:00:00
709	Jawa					2014-08-01 00:00:00	2014-08-01 00:00:00
710	Bali					2014-08-01 00:00:00	2014-08-01 00:00:00
711	Shuar					2014-08-01 00:00:00	2014-08-01 00:00:00
712	Quichua					2014-08-01 00:00:00	2014-08-01 00:00:00
713	Colorado					2014-08-01 00:00:00	2014-08-01 00:00:00
714	Castellano					2014-08-01 00:00:00	2014-08-01 00:00:00
715	Acual Jivaro					2014-08-01 00:00:00	2014-08-01 00:00:00
716	WAO					2014-08-01 00:00:00	2014-08-01 00:00:00
717	nombre Tsachila					2014-08-01 00:00:00	2014-08-01 00:00:00
718	Malgache					2014-08-01 00:00:00	2014-08-01 00:00:00
719	Kimaasai					2014-08-01 00:00:00	2014-08-01 00:00:00
720	Kani					2014-08-01 00:00:00	2014-08-01 00:00:00
721	Huaorani					2014-08-01 00:00:00	2014-08-01 00:00:00
722	Barasana					2014-08-01 00:00:00	2014-08-01 00:00:00
723	Achual Jivaro					2014-08-01 00:00:00	2014-08-01 00:00:00
724	English;English					2014-08-01 00:00:00	2014-08-01 00:00:00
725	nombre Cofán					2014-08-01 00:00:00	2014-08-01 00:00:00
726	Patamona					2014-08-01 00:00:00	2014-08-01 00:00:00
727	Cayapa					2014-08-01 00:00:00	2014-08-01 00:00:00
728	N. Cófan					2014-08-01 00:00:00	2014-08-01 00:00:00
729	Thai name					2014-08-01 00:00:00	2014-08-01 00:00:00
730	Bishari					2014-08-01 00:00:00	2014-08-01 00:00:00
731	Berber					2014-08-01 00:00:00	2014-08-01 00:00:00
732	Tzotzil					2014-08-01 00:00:00	2014-08-01 00:00:00
733	Ib dialect?					2014-08-01 00:00:00	2014-08-01 00:00:00
734	Tzeltal					2014-08-01 00:00:00	2014-08-01 00:00:00
735	Ifugao dialect					2014-08-01 00:00:00	2014-08-01 00:00:00
736	Ifugao					2014-08-01 00:00:00	2014-08-01 00:00:00
737	M					2014-08-01 00:00:00	2014-08-01 00:00:00
738	Tobelorese					2014-08-01 00:00:00	2014-08-01 00:00:00
739	Aleria Piaguaje - inf					2014-08-01 00:00:00	2014-08-01 00:00:00
740	spanish, Tacana					2014-08-01 00:00:00	2014-08-01 00:00:00
741	Guamanian name					2014-08-01 00:00:00	2014-08-01 00:00:00
